,id,executedOn,croppableAreaId,croppableAreaName,IsSoilmoi4,PlantHeig3,WaterHeig0,FieldPhot1hldr,FieldPhot2hldr,Soilmoist5hldr,Date,executedOn_time,Photo1_link,Photo2_link
1788,240375,2023-10-11T05:25:56.745Z,19757,Field 7,,66.0,5.0,compress1697001972240.jpg,compress1697001980442.jpg,,2023-10-11,05:25:56.745000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697001972240.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697001980442.jpg
1794,240466,2023-10-11T04:07:01.924Z,19755,Field 5,Yes,87.0,10.0,compress1696997267296.jpg,compress1696997275870.jpg,"[{'size': 3063981, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '011b1940-67ec-11ee-8d6a-a540701c03f0', 'originalFileName': 'compress1696997376802.jpg'}, {'size': 3134825, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '011b4050-67ec-11ee-a554-4d0a58793d25', 'originalFileName': 'compress1696997380244.jpg'}]",2023-10-11,04:07:01.924000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696997267296.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696997275870.jpg
1923,241482,2023-10-11T07:16:16.089Z,19457,Field 136,,70.0,2.0,compress1697008586431.jpg,compress1697008596133.jpg,,2023-10-11,07:16:16.089000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697008586431.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697008596133.jpg
1815,240647,2023-10-11T07:32:47.677Z,19493,Field 172,,86.0,0.0,compress1697009578887.jpg,compress1697009590368.jpg,,2023-10-11,07:32:47.677000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697009578887.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697009590368.jpg
1800,240484,2023-10-11T07:22:03.569Z,108001,Field-D|CA-1,Yes,106.0,15.0,compress1697008941414.jpg,compress1697008958877.jpg,"[{'size': 658616, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'fd796d30-6806-11ee-a33c-75b0f65709d1', 'originalFileName': 'compress1697008968885.jpg'}, {'size': 717102, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'fd799440-6806-11ee-a6e4-2fb99e051bcf', 'originalFileName': 'compress1697008970830.jpg'}]",2023-10-11,07:22:03.569000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697008941414.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697008958877.jpg
1825,240819,2023-10-11T04:01:03.555Z,19157,Field 86,Yes,98.0,18.0,compress1696996870732.jpg,compress1696996877407.jpg,"[{'size': 160361, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'ee5acb80-67ea-11ee-bb6b-ff6f01122ec8', 'originalFileName': '1696996920206.jpg'}]",2023-10-11,04:01:03.555000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696996870732.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696996877407.jpg
1824,240817,2023-10-11T02:43:19.986Z,19184,Field 113,No,66.0,4.0,compress1696992210451.jpg,compress1696992217139.jpg,,2023-10-11,02:43:19.986000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696992210451.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696992217139.jpg
1817,240650,2023-10-11T08:00:59.111Z,19782,Field 32,Yes,92.0,16.0,compress1697011266739.jpg,compress1697011272228.jpg,"[{'size': 1868885, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '5dd15440-680c-11ee-be17-a90d47760abe', 'originalFileName': 'compress1697011280988.jpg'}]",2023-10-11,08:00:59.111000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697011266739.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697011272228.jpg
2084,259115,2023-10-11T08:44:32.184Z,77170,joginder ror farm,Yes,111.0,9.0,compress1697013914662.jpg,compress1697013982744.jpg,"[{'size': 5832690, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'ec4a0cc0-6812-11ee-82ee-25a058bb365f', 'originalFileName': 'compress1697014085319.jpg'}, {'size': 5519522, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'ec4a33d0-6812-11ee-95bb-153180319b46', 'originalFileName': 'compress1697014089638.jpg'}, {'size': 5980253, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'ec4a33d0-6812-11ee-a81e-31385df01228', 'originalFileName': 'compress1697014092443.jpg'}]",2023-10-11,08:44:32.184000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697013914662.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697013982744.jpg
1814,240639,2023-10-11T05:58:53.646Z,19786,Field 36,Yes,106.0,0.0,compress1697003942410.jpg,compress1697003946887.jpg,"[{'size': 1893582, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '5277cfe0-67fb-11ee-94e0-c5d8a4e43e35', 'originalFileName': 'compress1697003960212.jpg'}]",2023-10-11,05:58:53.646000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697003942410.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697003946887.jpg
2053,257602,2023-10-11T06:26:57.701Z,19769,Field 19,,87.0,5.0,compress1697005629113.jpg,compress1697005637371.jpg,,2023-10-11,06:26:57.701000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697005629113.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697005637371.jpg
1813,240636,2023-10-11T05:42:41.2Z,19800,Field 50,,110.0,0.0,compress1697002977804.jpg,compress1697002982863.jpg,,2023-10-11,05:42:41.200000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697002977804.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697002982863.jpg
2056,258101,2023-10-11T05:19:22.498Z,19759,Field 9,,82.0,6.0,compress1697001567822.jpg,compress1697001576497.jpg,,2023-10-11,05:19:22.498000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697001567822.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697001576497.jpg
1799,240482,2023-10-11T06:53:43.141Z,19192,Field 121,,64.0,1.0,compress1697007240161.jpg,compress1697007254587.jpg,,2023-10-11,06:53:43.141000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697007240161.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697007254587.jpg
1812,240635,2023-10-11T05:22:36.85Z,20071,Field 71,Yes,76.0,4.0,compress1697001933904.jpg,compress1697001958526.jpg,"[{'size': 862373, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'ca1825e0-67f6-11ee-a657-9fd6046fdcff', 'originalFileName': 'compress1697002007427.jpg'}, {'size': 817251, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'ca184cf0-67f6-11ee-8db0-110cad26c651', 'originalFileName': 'compress1697002009665.jpg'}, {'size': 1270664, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'ca187400-67f6-11ee-8671-fff0cadc38e9', 'originalFileName': 'compress1697002013550.jpg'}]",2023-10-11,05:22:36.850000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697001933904.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697001958526.jpg
1810,240628,2023-10-11T05:10:18.718Z,19151,Field 80,Yes,85.0,15.0,compress1697001025246.jpg,compress1697001030848.jpg,"[{'size': 2543025, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '88a6ad90-67f4-11ee-a165-3d0f5241c29d', 'originalFileName': 'compress1697001044167.jpg'}]",2023-10-11,05:10:18.718000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697001025246.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697001030848.jpg
1809,240627,2023-10-11T05:06:42.694Z,19772,Field 22,Yes,79.0,4.0,compress1697000806310.jpg,compress1697000832095.jpg,"[{'size': 1895552, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '4c478220-67f4-11ee-8fcc-cfac53e6fbbe', 'originalFileName': 'compress1697000919401.jpg'}]",2023-10-11,05:06:42.694000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697000806310.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697000832095.jpg
2062,258809,2023-10-11T09:52:51.91Z,77163,surender maheliya farm,Yes,115.0,0.0,compress1697018063207.jpg,compress1697018091126.jpg,"[{'size': 4004767, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '50473140-681c-11ee-b63c-9d514fdbc7d8', 'originalFileName': '1697018129279.jpg'}]",2023-10-11,09:52:51.910000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697018063207.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697018091126.jpg
1808,240623,2023-10-11T04:33:46.71Z,19155,Field 84,Yes,90.0,0.0,compress1696998833417.jpg,compress1696998838793.jpg,"[{'size': 2623988, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '79bb3260-67ef-11ee-bdca-e3b22ca9c6a2', 'originalFileName': 'compress1696998871945.jpg'}]",2023-10-11,04:33:46.710000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696998833417.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696998838793.jpg
1807,240620,2023-10-11T03:52:37.777Z,19162,Field 91,,107.0,11.0,compress1696996371080.jpg,compress1696996377646.jpg,,2023-10-11,03:52:37.777000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696996371080.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696996377646.jpg
1806,240619,2023-10-11T03:24:01.755Z,19154,Field 83,Yes,108.0,0.0,compress1696994670771.jpg,compress1696994677397.jpg,"[{'size': 5583038, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'c308f560-67e5-11ee-87e2-ffa66e7da2f2', 'originalFileName': '1696994697343.jpg'}]",2023-10-11,03:24:01.755000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696994670771.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696994677397.jpg
1803,240488,2023-10-11T08:43:19.113Z,19490,Field 169,,96.0,2.0,compress1697013808227.jpg,compress1697013821013.jpg,,2023-10-11,08:43:19.113000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697013808227.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697013821013.jpg
1802,240487,2023-10-11T07:50:41.528Z,77174,lakhmir virk farm,Yes,123.0,3.0,compress1697010660957.jpg,compress1697010827869.jpg,"[{'size': 4781211, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '884a1730-680b-11ee-bcd4-a5bcbca5cad3', 'originalFileName': 'compress1697010913170.jpg'}]",2023-10-11,07:50:41.528000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697010660957.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697010827869.jpg
1811,240630,2023-10-11T04:52:00.497Z,19181,Field 110,No,102.0,2.0,compress1696999929550.jpg,compress1696999936983.jpg,,2023-10-11,04:52:00.497000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696999929550.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696999936983.jpg
1784,240365,2023-10-11T05:01:09.496Z,20063,Field 63,,75.0,15.0,compress1697000478360.jpg,compress1697000505846.jpg,,2023-10-11,05:01:09.496000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697000478360.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697000505846.jpg
2104,259415,2023-10-11T10:22:37.989Z,77159,arshdeep farm,Yes,115.0,0.0,compress1697019821549.jpg,compress1697019862388.jpg,"[{'size': 6408161, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '554ee4e0-6820-11ee-956b-a5c44afaf6a8', 'originalFileName': 'compress1697019853744.jpg'}, {'size': 6602369, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '554f0bf0-6820-11ee-84c8-39e4fa3de511', 'originalFileName': 'compress1697019856205.jpg'}]",2023-10-11,10:22:37.989000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697019821549.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697019862388.jpg
1782,240359,2023-10-11T03:08:09.75Z,19188,Field 117,No,126.0,12.0,compress1696993701197.jpg,compress1696993714324.jpg,,2023-10-11,03:08:09.750000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696993701197.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696993714324.jpg
2113,259718,2023-10-11T10:07:55.701Z,77166,virk farm 1,Yes,107.0,3.0,compress1697018898330.jpg,compress1697018950974.jpg,"[{'size': 5030472, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '47f17c60-681e-11ee-af18-2b752196bfaa', 'originalFileName': 'compress1697018968877.jpg'}, {'size': 5426549, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '47f1a370-681e-11ee-8bed-7fea3900eba0', 'originalFileName': 'compress1697018973051.jpg'}]",2023-10-11,10:07:55.701000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697018898330.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697018950974.jpg
1751,239914,2023-10-11T03:49:58.976Z,19163,Field 92,Yes,114.0,16.0,compress1696996218566.jpg,compress1696996224259.jpg,"[{'size': 3874992, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '6f8aeac0-67e9-11ee-88d2-f3ece3abbec1', 'originalFileName': '1696996276377.jpg'}]",2023-10-11,03:49:58.976000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696996218566.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696996224259.jpg
1748,239849,2023-10-11T07:51:31.3Z,19481,Field 160,,88.0,3.0,compress1697010716683.jpg,compress1697010725985.jpg,,2023-10-11,07:51:31.300000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697010716683.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697010725985.jpg
1747,239848,2023-10-11T07:39:14.877Z,19491,Field 170,Yes,96.0,15.0,compress1697009982248.jpg,compress1697009990804.jpg,"[{'size': 743850, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '638e5250-6809-11ee-b710-0f53b92a04e7', 'originalFileName': 'compress1697010000444.jpg'}, {'size': 782140, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '638e7960-6809-11ee-8864-e125da4065f7', 'originalFileName': 'compress1697010002232.jpg'}]",2023-10-11,07:39:14.877000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697009982248.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697009990804.jpg
1746,239844,2023-10-11T06:38:40.558Z,19199,Field 128,,65.0,3.0,compress1697006350441.jpg,compress1697006367815.jpg,,2023-10-11,06:38:40.558000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697006350441.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697006367815.jpg
1745,239843,2023-10-11T06:52:58.511Z,19775,Field 25,Yes,88.0,0.0,compress1697007182937.jpg,compress1697007187172.jpg,"[{'size': 1944062, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'df65d440-6802-11ee-9f66-5dc1a666d948', 'originalFileName': 'compress1697007201286.jpg'}]",2023-10-11,06:52:58.511000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697007182937.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697007187172.jpg
1744,239839,2023-10-11T05:47:23.937Z,19477,Field 156,,101.0,0.0,compress1697003302511.jpg,compress1697003311710.jpg,,2023-10-11,05:47:23.937000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697003302511.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697003311710.jpg
1752,239917,2023-10-11T04:46:26.93Z,123651,Dinesh Kumar Asset|CA-1,Yes,105.0,10.0,compress1696999607206.jpg,compress1696999618802.jpg,"[{'size': 1302131, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '7a547a40-67f1-11ee-b0a5-89fc2e66924c', 'originalFileName': 'compress1696999725373.jpg'}]",2023-10-11,04:46:26.930000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696999607206.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696999618802.jpg
1743,239838,2023-10-11T05:28:34.787Z,19478,Field 157,,84.0,0.0,compress1697002202599.jpg,compress1697002219043.jpg,,2023-10-11,05:28:34.787000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697002202599.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697002219043.jpg
1739,239820,2023-10-11T03:19:55.612Z,19173,Field 102,Yes,126.0,4.0,1696994554113.jpg,1696994562372.jpg,"[{'size': 325856, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '7aeeb4e0-67e5-11ee-8136-31bdee6b8555', 'originalFileName': '1696994579243.jpg'}]",2023-10-11,03:19:55.612000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/1696994554113.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/1696994562372.jpg
1738,239819,2023-10-11T03:10:54.598Z,19189,Field 118,No,106.0,7.0,compress1696993867100.jpg,compress1696993873603.jpg,,2023-10-11,03:10:54.598000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696993867100.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696993873603.jpg
1737,239818,2023-10-11T02:52:18.658Z,19174,Field 103,Yes,91.0,15.0,compress1696992754605.jpg,compress1696992765177.jpg,"[{'size': 2808221, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '553f0500-67e1-11ee-9177-53995ed003d1', 'originalFileName': '1696992797783.jpg'}]",2023-10-11,02:52:18.658000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696992754605.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1696992765177.jpg
2127,260017,2023-10-11T09:24:54.185Z,77168,dharmender virk farm,Yes,105.0,5.0,compress1697016305480.jpg,compress1697016416344.jpg,"[{'size': 5414581, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '4cad6580-6818-11ee-ae12-99a89786d441', 'mobileAPIHldr': 'data.customAttributesEntered.Soilmoist5hldr', 'originalFileName': 'compress1697016404540.jpg'}]",2023-10-11,09:24:54.185000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697016305480.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697016416344.jpg
2136,260210,2023-10-11T10:04:01.273Z,77167,virk farm ,Yes,108.0,7.0,compress1697018648403.jpg,compress1697018691105.jpg,"[{'size': 5676966, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'b7ae7c70-681d-11ee-b718-75545a0c6218', 'originalFileName': 'compress1697018727664.jpg'}, {'size': 6066599, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'b7aeca90-681d-11ee-87aa-ff608eb9c23e', 'originalFileName': 'compress1697018731146.jpg'}]",2023-10-11,10:04:01.273000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697018648403.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697018691105.jpg
2155,262309,2023-10-11T06:12:30.327Z,19762,Field 12,Yes,90.0,0.0,compress1697004755957.jpg,compress1697004763290.jpg,"[{'size': 596817, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '508319e0-67fd-11ee-a81f-4db9061ac61f', 'originalFileName': '1697004816091.jpg'}]",2023-10-11,06:12:30.327000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697004755957.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697004763290.jpg
2182,263112,2023-10-11T06:17:52.636Z,19768,Field 18,,65.0,5.0,compress1697005091388.jpg,compress1697005098573.jpg,,2023-10-11,06:17:52.636000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697005091388.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697005098573.jpg
1742,239831,2023-10-11T05:09:10.105Z,69203,FIELD B|CA-1,,101.0,1.0,compress1697001065478.jpg,compress1697001092538.jpg,,2023-10-11,05:09:10.105000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697001065478.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1697001092538.jpg
