,id,executedOn,croppableAreaId,croppableAreaName,IsSoilmoi4,PlantHeig3,WaterHeig0,FieldPhot1hldr,FieldPhot2hldr,Soilmoist5hldr,Date,executedOn_time,Photo1_link,Photo2_link
777,132270,2023-09-09T07:33:14.301Z,19781,Field 31,,69.0,0.0,compress1694244801303.jpg,compress1694244808796.jpg,,2023-09-09,07:33:14.301000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694244801303.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694244808796.jpg
731,131673,2023-09-09T10:48:08.349Z,19176,Field 105,No,65.0,8.0,compress1694256500465.jpg,compress1694256508649.jpg,"[{'size': 3036479, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '76e31f80-4efe-11ee-b6b9-153e569cb0e6', 'originalFileName': 'compress1694256530196.jpg'}, {'size': 3049760, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '76e34690-4efe-11ee-98dc-07c605dd4334', 'originalFileName': 'compress1694256530836.jpg'}]",2023-09-09,10:48:08.349000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694256500465.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694256508649.jpg
775,132265,2023-09-09T05:23:55.474Z,19770,Field 20,No,59.0,3.0,compress1694237044165.jpg,compress1694237051368.jpg,,2023-09-09,05:23:55.474000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694237044165.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694237051368.jpg
774,132264,2023-09-09T05:22:49.435Z,19771,Field 21,Yes,46.0,2.0,compress1694236975192.jpg,compress1694236982076.jpg,"[{'size': 2764930, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '04da97b0-4ed1-11ee-b5f9-09bb1e764ebe', 'originalFileName': 'compress1694237004701.jpg'}, {'size': 3523393, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '04dae5d0-4ed1-11ee-be1c-a7f99808795e', 'originalFileName': 'compress1694237008048.jpg'}]",2023-09-09,05:22:49.435000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694236975192.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694236982076.jpg
740,131904,2023-09-09T03:44:07.265Z,19153,Field 82,,67.0,11.0,compress1694231054648.jpg,compress1694231062267.jpg,,2023-09-09,03:44:07.265000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694231054648.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694231062267.jpg
776,132269,2023-09-09T07:19:49.469Z,19190,Field 119,Yes,52.0,12.0,compress1694244016683.jpg,compress1694244245050.jpg,"[{'size': 1342766, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'f49b9870-4ee1-11ee-b3a3-65c31523b36e', 'originalFileName': 'compress1694244274322.jpg'}, {'size': 1346435, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'f49c0da0-4ee1-11ee-9ee6-d1abf96421e1', 'originalFileName': 'compress1694244275906.jpg'}, {'size': 1349044, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'f49c34b0-4ee1-11ee-bfbe-9f30d0b63aad', 'originalFileName': 'compress1694244276751.jpg'}, {'size': 1402341, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'f49c5bc0-4ee1-11ee-bf68-5b031cba7b2f', 'originalFileName': 'compress1694244277663.jpg'}]",2023-09-09,07:19:49.469000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694244016683.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694244245050.jpg
739,131903,2023-09-09T03:22:05.043Z,19184,Field 113,No,31.0,4.0,compress1694229735107.jpg,compress1694229746886.jpg,"[{'size': 5292604, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '26b81670-4ec0-11ee-a2d2-1f1efa7ad3a5', 'originalFileName': 'compress1694229767404.jpg'}]",2023-09-09,03:22:05.043000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694229735107.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694229746886.jpg
733,131804,2023-09-09T03:52:03.317Z,19188,Field 117,No,94.0,8.0,compress1694231534786.jpg,compress1694231550519.jpg,"[{'size': 3927714, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '57750f30-4ec4-11ee-a9d2-011f68188733', 'originalFileName': 'compress1694231565637.jpg'}, {'size': 3902173, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '57755d50-4ec4-11ee-b2e8-edda6fbe991b', 'originalFileName': 'compress1694231567664.jpg'}]",2023-09-09,03:52:03.317000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694231534786.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694231550519.jpg
734,131806,2023-09-09T04:04:16.902Z,20062,Field 62,Yes,86.0,13.0,compress1694232268991.jpg,compress1694232282518.jpg,"[{'size': 963766, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '1a6e2020-4ec6-11ee-81a0-7f85962b42b2', 'originalFileName': 'compress1694232316227.jpg'}, {'size': 858914, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '238b0ab0-4ec6-11ee-8bb0-1d553edc00b1', 'originalFileName': 'compress1694232336176.jpg'}]",2023-09-09,04:04:16.902000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694232268991.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694232282518.jpg
735,131807,2023-09-09T04:25:52.62Z,19791,Field 41,,56.0,0.0,compress1694233568180.jpg,compress1694233575639.jpg,,2023-09-09,04:25:52.620000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694233568180.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694233575639.jpg
736,131812,2023-09-09T05:53:12.5Z,19158,Field 87,Yes,48.0,11.0,compress1694238811175.jpg,compress1694238821782.jpg,"[{'size': 2337181, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '725d6cf0-4ed5-11ee-a299-95bbfa5faaa9', 'originalFileName': 'compress1694238910498.jpg'}]",2023-09-09,05:53:12.500000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694238811175.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694238821782.jpg
737,131815,2023-09-09T07:30:44.034Z,19783,Field 33,,66.0,3.0,compress1694244650462.jpg,compress1694244655565.jpg,,2023-09-09,07:30:44.034000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694244650462.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694244655565.jpg
1985,252252,2023-09-09T12:00:00Z,19191,Field 120,,54.0,10.0,,,,2023-09-09,12:00:00,,
1549,228156,2023-09-11T12:00:00Z,19467,Field 146,,59.0,10.0,,,,2023-09-11,12:00:00,,
861,139351,2023-09-11T07:18:28.482Z,19771,Field 21,Yes,48.0,3.0,compress1694416714795.jpg,compress1694416721207.jpg,"[{'size': 3234003, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '7dac5090-5073-11ee-b34a-9d71b60b7a4f', 'originalFileName': 'compress1694416741803.jpg'}, {'size': 4063901, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '7daf0fb0-5073-11ee-921b-dd4212b6c942', 'originalFileName': 'compress1694416743325.jpg'}]",2023-09-11,07:18:28.482000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694416714795.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694416721207.jpg
852,139154,2023-09-11T07:16:51.587Z,19770,Field 20,No,62.0,2.0,compress1694416618632.jpg,compress1694416626421.jpg,,2023-09-11,07:16:51.587000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694416618632.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694416626421.jpg
738,131819,2023-09-11T05:05:04.275Z,19772,Field 22,Yes,51.0,25.0,compress1694408755851.jpg,compress1694408763494.jpg,"[{'size': 1501602, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'c122f030-5150-11ee-9864-e32ae1901461', 'mobileAPIHldr': 'data.customAttributesEntered.Soilmoist5hldr', 'originalFileName': 'compress1694511776497.jpg'}]",2023-09-11,05:05:04.275000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694408755851.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694408763494.jpg
1544,227152,2023-09-11T12:00:00Z,19463,Field 142,,58.0,3.0,,,,2023-09-11,12:00:00,,
1617,228666,2023-09-11T12:00:00Z,19471,Field 150,,62.0,1.0,,,,2023-09-11,12:00:00,,
1623,228751,2023-09-11T12:00:00Z,19464,Field 143,,56.0,12.0,,,,2023-09-11,12:00:00,,
829,132678,2023-09-11T05:33:09.406Z,19778,Field 28,,62.0,5.0,compress1694410404240.jpg,compress1694410416305.jpg,,2023-09-11,05:33:09.406000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694410404240.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694410416305.jpg
830,136151,2023-09-11T06:58:21.153Z,19758,Field 8,Yes,59.0,2.0,compress1694415509620.jpg,compress1694415518952.jpg,"[{'size': 3284090, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'b03cd500-5070-11ee-aa9b-eb252ad2f46d', 'originalFileName': 'compress1694415540935.jpg'}]",2023-09-11,06:58:21.153000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694415509620.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694415518952.jpg
831,136351,2023-09-11T07:01:56.906Z,19753,Field 3,Yes,43.0,2.0,compress1694415725307.jpg,compress1694415731348.jpg,"[{'size': 3396982, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '339c9390-5071-11ee-be15-857188ecb4b8', 'originalFileName': 'compress1694415758793.jpg'}, {'size': 3413589, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '339ce1b0-5071-11ee-8d65-c35565b5b8cc', 'originalFileName': 'compress1694415759353.jpg'}]",2023-09-11,07:01:56.906000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694415725307.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694415731348.jpg
832,136751,2023-09-11T07:03:53.022Z,19767,Field 17,No,54.0,2.0,compress1694415840405.jpg,compress1694415849440.jpg,,2023-09-11,07:03:53.022000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694415840405.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694415849440.jpg
833,137152,2023-09-11T07:10:24.765Z,19757,Field 7,No,29.0,3.0,compress1694416240222.jpg,compress1694416248390.jpg,,2023-09-11,07:10:24.765000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694416240222.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694416248390.jpg
834,137451,2023-09-11T07:14:58.068Z,19764,Field 14,Yes,55.0,2.0,compress1694416505455.jpg,compress1694416514317.jpg,"[{'size': 3710028, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '03c77b10-5073-11ee-92c9-f9dd3d0c7360', 'originalFileName': 'compress1694416538805.jpg'}, {'size': 3725143, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '03c7a220-5073-11ee-9dc2-9f30bdff9849', 'originalFileName': 'compress1694416539887.jpg'}]",2023-09-11,07:14:58.068000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694416505455.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694416514317.jpg
1611,228657,2023-09-11T12:00:00Z,19466,Field 145,,55.0,2.0,,,,2023-09-11,12:00:00,,
805,132476,2023-09-11T05:19:01.258Z,19784,Field 34,,67.0,7.0,compress1694409550291.jpg,compress1694409557074.jpg,,2023-09-11,05:19:01.258000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694409550291.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694409557074.jpg
1570,228358,2023-09-11T12:00:00Z,19468,Field 147,,63.0,1.0,,,,2023-09-11,12:00:00,,
1616,228663,2023-09-11T12:00:00Z,19469,Field 148,,62.0,1.0,,,,2023-09-11,12:00:00,,
1567,228353,2023-09-11T12:00:00Z,19465,Field 144,,56.0,3.0,,,,2023-09-11,12:00:00,,
828,132676,2023-09-11T05:29:03.453Z,19785,Field 35,,75.0,18.0,compress1694410156772.jpg,1696026104966.jpg,"[{'size': 1453531, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '9a3ef300-5f16-11ee-9b25-af219f37398b', 'mobileAPIHldr': 'data.customAttributesEntered.Soilmoist5hldr', 'originalFileName': '1696026116056.jpg'}]",2023-09-11,05:29:03.453000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694410156772.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/1696026104966.jpg
711,131119,2023-09-11T05:11:06.922Z,19777,Field 27,Yes,68.0,5.0,compress1694409113078.jpg,compress1694409120332.jpg,"[{'size': 3130863, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'cd3ed180-5061-11ee-92dc-2b9a6b976ede', 'originalFileName': 'compress1694409146911.jpg'}]",2023-09-11,05:11:06.922000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694409113078.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694409120332.jpg
847,139056,2023-09-12T10:40:24.008Z,19784,Field 34,,69.0,4.0,compress1694515242998.jpg,compress1694515250467.jpg,,2023-09-12,10:40:24.008000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694515242998.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694515250467.jpg
844,138954,2023-09-12T12:24:50.328Z,19779,Field 29,,64.0,0.0,compress1694521495316.jpg,compress1694521509650.jpg,,2023-09-12,12:24:50.328000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694521495316.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694521509650.jpg
862,139352,2023-09-12T11:38:40.956Z,19782,Field 32,Yes,79.0,16.0,compress1694518763171.jpg,compress1694518783573.jpg,"[{'size': 1725710, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '474fbe30-5161-11ee-a3e4-35f875278662', 'originalFileName': 'compress1694518873222.jpg'}]",2023-09-12,11:38:40.956000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694518763171.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694518783573.jpg
854,139159,2023-09-12T11:06:11.569Z,19774,Field 24,Yes,66.0,0.0,compress1694516780757.jpg,compress1694516787486.jpg,"[{'size': 1763625, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '88c9ed40-515c-11ee-b8ad-57167b3dd081', 'originalFileName': 'compress1694516835035.jpg'}]",2023-09-12,11:06:11.569000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694516780757.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694516787486.jpg
853,139158,2023-09-12T11:03:22.185Z,20055,Field 55,Yes,20.0,1.0,compress1694516658591.jpg,compress1694516684515.jpg,"[{'size': 5552556, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '4bcfba50-515c-11ee-a9d0-39f99a575005', 'originalFileName': 'compress1694516730948.jpg'}]",2023-09-12,11:03:22.185000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694516658591.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694516684515.jpg
839,138753,2023-09-12T09:39:01.229Z,19772,Field 22,Yes,51.0,25.0,compress1694511705352.jpg,compress1694511710272.jpg,"[{'size': 1447486, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '8c8e3eb0-5150-11ee-8733-5fb9763b31a2', 'originalFileName': 'compress1694511688391.jpg'}]",2023-09-12,09:39:01.229000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694511705352.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694511710272.jpg
864,139451,2023-09-12T04:34:36.293Z,19758,Field 8,Yes,62.0,1.0,compress1694493282467.jpg,compress1694493289625.jpg,"[{'size': 3590158, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'c621ae80-5125-11ee-954d-2f011fc472ee', 'originalFileName': 'compress1694493314253.jpg'}, {'size': 3625944, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'c621d590-5125-11ee-96ed-e1b1c0c4a77d', 'originalFileName': 'compress1694493315425.jpg'}]",2023-09-12,04:34:36.293000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694493282467.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694493289625.jpg
840,138754,2023-09-12T11:16:32.511Z,123752,Field 30|CA-1,,69.0,3.0,compress1694517415785.jpg,compress1694517426881.jpg,,2023-09-12,11:16:32.511000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694517415785.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694517426881.jpg
841,138755,2023-09-12T11:46:20.09Z,19788,Field 38,Yes,74.0,20.0,compress1694519292585.jpg,compress1694519296563.jpg,"[{'size': 1764847, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '662500d0-5162-11ee-9c6b-f3815e91256f', 'originalFileName': 'compress1694519338777.jpg'}]",2023-09-12,11:46:20.090000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694519292585.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694519296563.jpg
865,139452,2023-09-12T10:47:57.796Z,19789,Field 39,,74.0,8.0,compress1694515686350.jpg,compress1694515694840.jpg,,2023-09-12,10:47:57.796000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694515686350.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694515694840.jpg
870,140101,2023-09-12T10:21:05.104Z,19778,Field 28,,64.0,3.0,compress1694514137314.jpg,compress1694514143831.jpg,,2023-09-12,10:21:05.104000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694514137314.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694514143831.jpg
857,139251,2023-09-12T04:07:49.84Z,19757,Field 7,No,30.0,2.0,compress1694491687193.jpg,compress1694491695135.jpg,,2023-09-12,04:07:49.840000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694491687193.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694491695135.jpg
868,139652,2023-09-12T10:30:25.672Z,19777,Field 27,Yes,69.0,5.0,compress1694514661443.jpg,compress1694514668639.jpg,"[{'size': 1782392, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'a16e0250-5157-11ee-89a3-ab8c7f665a0f', 'originalFileName': 'compress1694514729397.jpg'}]",2023-09-12,10:30:25.672000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694514661443.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694514668639.jpg
846,139052,2023-09-12T04:20:55.327Z,19762,Field 12,Yes,51.0,2.0,compress1694492470623.jpg,compress1694492481109.jpg,"[{'size': 4633172, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'e344dbb0-5123-11ee-bd7b-3d336d881d32', 'originalFileName': 'compress1694492503823.jpg'}, {'size': 4525474, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'e34502c0-5123-11ee-828c-f971fb9234b4', 'originalFileName': 'compress1694492505866.jpg'}]",2023-09-12,04:20:55.327000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694492470623.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694492481109.jpg
863,139355,2023-09-13T04:58:58.625Z,19762,Field 12,Yes,51.0,2.0,compress1694581174990.jpg,compress1694581183152.jpg,"[{'size': 4421524, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '6e5abd40-51f2-11ee-be46-5f913ffd8524', 'originalFileName': 'compress1694581214285.jpg'}, {'size': 4388712, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '6e5b0b60-51f2-11ee-8c97-030d05349414', 'originalFileName': 'compress1694581215036.jpg'}]",2023-09-13,04:58:58.625000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694581174990.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694581183152.jpg
866,139555,2023-09-13T02:49:18.817Z,20055,Field 55,Yes,30.0,1.0,compress1694573383443.jpg,compress1694573390662.jpg,"[{'size': 5011818, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '3e1d0f00-51e0-11ee-8bcb-f1c3736824ff', 'originalFileName': 'compress1694573403220.jpg'}]",2023-09-13,02:49:18.817000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694573383443.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1694573390662.jpg
